e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21,e22,e23,e24,e25,e26,e27,e28,e29,e30,e31,e32,e33,e34,e35,e36,e37,e38,e39,e40,e41,e42,e43,e44,e45,e46,e47,e48,e49,integer,log_integer
0,1,4,1,1,1,4,4,1,3,3,1,4,4,4,3,1,0,3,0,0,1,0,1,1,3,2,3,2,2,2,1,1,0,2,1,4,1,4,3,4,4,3,1,4,0,4,2,3,2,113821268587961422378107303731115768907010880972289960423123175750901557592981041940791632823274152000780189853203287417383434713258295537644206936681129959538425251150520235181609145127704030625,446.8309672535325
2,3,1,4,4,4,0,3,3,3,4,0,4,2,3,0,4,4,2,2,3,2,3,0,1,1,0,3,0,1,4,0,4,4,2,2,0,1,0,0,1,0,0,0,2,1,4,4,3,0,884077768286235900412526973647690415256887287919835619101439486744629021609508724812454885802983116974470716197642483469049546955310244995262939495544035879551379034980,386.71108537596024
3,2,1,0,1,0,1,1,3,0,4,2,0,3,2,2,3,4,4,4,4,2,3,3,1,3,4,0,4,3,0,4,4,3,1,1,3,3,0,3,3,3,0,4,0,2,1,0,2,2,1340845464539930698046561953397150383595853699839469887691979864830810059888500341277127793115269003354516688634056536210963270853048622300334747132692248617740890791159403286396655435151285168779480,456.2051487715091
2,2,1,2,2,3,3,3,4,3,4,0,4,3,4,4,1,0,3,0,2,1,2,1,3,3,0,3,2,4,4,0,0,1,0,3,2,4,4,2,4,2,2,4,0,3,2,0,1,3,3615449280414592814123051474862517144272900060302008540682930879188145546755154827463046463796845510563862747629643794993137689090148535003184790447042357940583344884632718138674079041154493169993860,457.1970645429817
4,3,3,4,3,1,0,2,1,4,0,0,4,4,2,2,1,1,0,2,1,1,4,2,3,3,3,0,0,2,1,3,0,4,0,0,3,3,4,4,1,3,0,4,2,3,2,1,0,1,519378096789784247912297287690068544490531768167014839070343950937413211376168237339524042339442254310570048747333722463223821971897605833688542167516055017136339136040002000,399.99468303010525
1,1,4,3,2,4,2,2,2,2,1,1,0,1,1,3,2,4,3,3,0,0,3,0,4,2,2,1,0,4,3,3,1,3,4,4,2,4,0,3,3,0,3,1,3,3,4,2,3,2,38801669105368404765875082063831117018687102440962552491543529016702009780768564731187336303141020403388840108925021197395720719819910611009028386761987007494571742620965801227018568210957016493710316250,466.47806695568676
1,0,3,1,0,4,1,1,1,2,1,3,4,0,0,2,2,1,2,0,3,2,1,0,1,0,0,0,4,4,2,3,4,3,2,0,3,3,2,1,3,1,1,4,3,1,2,4,4,2,659537959571373488744856523462242463233583938830706976263670524533951560881161811992403161492648122767943808446108965577796170716923749622796331954058465759280651347238451795750,407.1413457095716
0,0,1,4,3,4,1,1,3,2,4,4,3,4,2,2,1,1,0,4,1,1,2,0,2,2,2,1,1,4,2,1,3,3,0,0,4,2,3,2,2,0,4,0,2,3,2,0,2,3,316798290680653950025680777341342199757388686985005273161309808074104138576322980388295146639453437465121352377848038557273852588017148033077262115456197594922275435037804178449345,413.31582672429306
4,0,3,0,1,3,3,2,3,0,4,1,1,1,1,0,1,2,4,4,3,0,0,2,0,4,4,4,3,2,1,4,2,3,2,2,1,3,4,3,1,4,0,2,1,0,3,0,1,1,46720992252319702855387269091865467003747434418337886825825906263425206614998571510704556407243101247546986881040381748023627956223839803317668934040998438804917520981399523814000,411.4017550365179
1,2,3,4,2,1,0,2,4,3,1,2,0,2,1,4,4,2,1,0,0,0,1,2,2,2,1,1,2,1,3,4,4,4,3,2,1,4,2,1,2,0,4,1,4,0,0,1,4,1,9241527536825583354955983482654713891453806050023945584512374179635207468333601106030126505757898233395475599489807796530328065581787141740990831769415925841460615167277785250,402.8735133707923
0,4,2,2,3,2,1,0,0,2,2,4,4,4,1,0,0,0,3,1,0,3,0,1,3,0,1,3,4,3,3,2,2,1,4,2,4,3,4,1,1,1,0,2,0,0,4,0,1,1,260247608999711431462174459359962699051988108521582372380978235947382072317718054201943975692499178813011730671065616222446063283912698222347579912109762667856425,371.67266330618514
1,2,1,4,2,2,0,4,2,0,1,2,4,2,3,1,1,1,3,3,1,3,2,4,3,1,3,2,2,0,4,2,1,0,3,2,1,0,4,1,2,4,4,0,3,2,4,0,3,2,503957129192769843705120131951968986934210414521058083359376788118481612243296124676941660393670688008085489703332007968922987693184414367034699761290703423333363090708193745274250081568730,434.50331850022053
0,0,1,4,1,0,4,1,0,3,1,4,3,4,0,2,1,1,3,0,4,3,2,0,0,1,3,1,3,4,2,3,3,3,0,3,3,1,3,1,1,1,4,1,0,3,1,4,1,4,478939610871702183798282373431328696257521520210222463357571176748690799589740742954489715040979499676396360055610830676278225688568442354124939826800778282087498816771534832613150195,420.6368912550545
3,0,2,2,3,2,4,4,4,1,0,3,0,3,3,3,1,3,4,2,1,1,4,0,2,2,2,3,1,2,0,1,3,2,0,2,2,3,3,3,2,1,3,2,1,4,1,2,3,4,469800010043669405333923431672915494214155144361743710225272476599975143596167871803329162406545089419650643527691967984693455314429082288392169108622176585335420911663833273948138384330711361800,448.2486449484602
4,2,3,3,0,3,3,2,0,3,4,2,1,4,1,4,4,2,1,1,0,0,4,1,3,2,0,3,2,1,0,2,1,2,4,3,4,0,2,1,3,2,2,0,0,1,2,3,4,3,2595790306316969505138788152023855798383300029020583973481640064496479954589607474438252880254698615778141008208649683224498194964882878946127894968030604878659684091060577107126000,415.4192077588207
0,1,0,3,4,1,4,2,0,2,2,1,1,0,4,4,1,3,4,1,1,1,0,4,4,3,0,0,2,2,4,1,3,0,2,0,4,0,4,3,3,3,2,0,4,2,4,4,3,4,1485343261047222260508340317438413599192241961836831314304279939890947777829959701537560127002350995291002609908244281856637683965362365071971084622259116951999013372763234654820808024194249434216813181,463.2152495895666
1,3,0,1,0,0,0,1,1,4,3,0,4,1,0,3,0,0,2,0,4,3,3,1,3,1,1,3,3,0,2,0,4,0,0,1,4,2,2,2,2,4,4,2,1,0,0,3,0,2,6848869420813145057680040803135781836586952064312720170938435975839560855888391104471139167501451708177986267660280043150719647851967099781751956200973914,354.21960281868473
3,0,1,3,3,2,1,0,1,0,2,2,0,4,1,0,4,0,1,3,0,1,4,3,1,1,2,0,3,2,3,0,2,4,4,0,0,4,2,3,0,3,3,0,3,3,3,4,3,3,1972369468519822587120983338320526861345670009886424619176281837975904489008599437958202015997935961347060931906262736719079186100350678546202102914803251353482761424117423208109160,415.14455233482107
3,1,0,3,0,2,2,4,2,0,2,4,3,1,2,1,2,2,0,1,3,1,3,2,0,0,2,3,1,0,0,3,1,1,3,4,4,3,4,1,3,3,1,1,3,2,1,4,4,0,43057725560676850512783108054035860176558081867240812431478685792280672777612408795610032011245598479226921914698486706726574883593786246768326613728154812896597117320882021035928,411.32010313025216
3,3,3,0,2,4,2,4,1,0,4,4,0,1,4,2,4,4,4,0,3,1,1,1,3,1,3,2,2,2,0,0,2,2,3,1,4,0,2,4,3,0,3,0,1,1,4,1,3,3,2961171994179745896084859363451031882926434391588378539443300210421476094297110942203117160939119117551094732131251968868134479436542347470122711528183696705054048543476715852987138389000,429.36641243084296
3,3,0,4,2,1,3,2,0,3,0,1,0,1,0,2,0,1,0,0,4,4,1,3,4,1,1,0,1,4,2,4,0,0,1,3,2,3,3,0,4,0,3,2,4,1,4,1,4,3,13896925325954701661582103576681132522932114821014451002998186105155621941177302769349962195928095400956345537094141907177869365070478943647546477663983423269499378405363848,396.37371851807865
4,1,0,0,3,4,4,1,3,3,0,2,1,4,2,0,0,1,1,4,3,0,3,4,0,1,2,1,1,4,0,3,0,0,0,4,0,4,1,1,2,0,1,2,0,1,2,1,1,2,137469233116665534515687555853569565139678315285518976130780027249038616054914198644224226464044209589860820454739310005157139970971161771688496,329.5878982450777
3,3,1,2,3,2,3,3,2,1,0,1,2,4,2,3,3,3,2,1,4,4,3,1,0,2,3,2,0,1,4,1,1,4,1,3,2,0,0,2,1,0,0,4,2,1,4,0,0,2,682548586638828840262575769779402034245252210522270948876153542584929425721688360147834121771734341198199696383534685818909861711173742574379532103841517350911579818840,386.4523740577572
1,2,0,1,4,3,0,2,4,1,3,0,0,3,0,0,2,0,4,1,4,2,3,3,2,3,1,3,1,2,0,2,0,2,1,1,2,3,3,0,3,4,2,3,1,0,3,1,2,0,2169194690207238057334609038961102149179830158545759102022189893617793007030105483632157203904066538249755230598913178455029251235174139862648301249713680709460126,373.79314105320566
0,0,1,2,2,0,2,0,1,4,3,2,1,0,3,0,1,4,4,2,3,0,2,2,0,2,2,4,1,1,0,4,1,0,0,3,0,1,2,4,4,1,2,0,4,0,2,4,4,2,659336347195012692074311856721254040152523070316175574657164265950923381575974001282862083885103065500895095653799030981502067469899143344269402029269568291731268391645,386.417774138596
3,4,1,4,4,2,3,3,1,0,4,4,1,3,2,3,3,2,0,2,1,4,2,3,4,1,4,0,1,1,3,1,0,3,2,3,0,4,0,2,3,0,2,0,3,4,2,1,0,0,529087704155468000959948068687302551948647952029415490679371468585580750517314067462894543808317493828274061618878628816109738344263690695755617594161464951205494651631882914920,406.9209603914346
3,0,3,2,1,0,3,0,3,4,1,2,2,4,3,0,0,1,0,4,0,4,1,0,4,4,4,3,4,3,2,1,4,0,4,2,0,1,0,3,1,4,3,4,3,2,3,3,0,2,16225394378996355838149815870591705618810908363753109894729039473763893368712505681730630552149089587493651123376228226486581440042411454447640205685254403071155585293910257311194089470685394649000,451.79067070300556
0,3,4,0,2,2,1,3,3,0,2,3,4,3,2,3,1,0,3,3,4,4,0,3,1,3,3,0,4,2,4,2,2,4,3,0,2,1,1,2,0,4,4,3,2,4,3,2,3,4,33495519318562750692759311102405209936634376674823896733977991730813153403196214825652500111277173463745438368936815289425798157635264592697180971846777944991724473834707432449295724588386868431035814620795968333285625,500.8697917649146
0,3,2,4,4,4,3,0,4,1,2,1,4,3,0,0,3,0,2,0,0,3,1,4,4,0,0,3,0,3,1,1,0,2,4,1,1,1,1,3,3,3,4,3,2,2,4,3,2,1,5490347449817074422675904749979923896646009117499901164224955942783693572080588295642970231752506937403967950325933801139643263615856728019740772521636596841824176734678313022259975,416.16830828020977
3,2,4,0,2,0,1,1,1,3,0,3,2,2,3,0,2,0,1,4,4,3,4,0,2,4,1,1,0,0,2,2,2,3,4,4,1,1,3,1,3,4,0,1,3,2,3,2,1,1,441263541539091659990304836992250428026003861793276698435418984107475576051673866236222686155775602736214244817209490432646204469842697800727451685720815425624680879564659355000,406.73944847778097
3,2,1,4,3,0,3,0,4,2,0,4,2,2,2,2,0,4,2,0,2,0,2,2,0,0,4,2,1,2,0,1,1,4,3,0,0,3,1,0,3,1,0,3,1,2,3,3,1,2,1803708713114854765608401548782948491468744713725413248985302147385691158392704875196958375464589353688857700284423325802327551871094384754537004289768360,352.88536416946096
3,1,0,3,2,2,2,3,0,4,0,4,2,2,1,0,1,4,3,1,3,0,1,4,4,1,0,4,1,3,2,2,4,3,1,4,2,1,1,0,0,0,1,3,0,4,4,3,2,3,167802266571049241304237325296307044712460636214907856844555953305776736071068214960172390713862953974525872023556723481727555806022229316496608635041233423313743749919483477853956376,419.5881030404449
2,2,3,3,4,3,2,0,0,2,3,4,2,0,1,1,4,2,0,1,3,3,1,1,2,4,1,1,2,3,1,4,4,3,0,4,1,2,2,2,3,0,1,2,3,1,1,2,4,4,721168492172903091960000404593993634293284676804408584711743217069340755389164811053108012175130984587846395676675674532979542098459466971155558235175623721488034621381197878710602467550500,434.86170009920977
4,2,3,2,4,1,2,1,2,4,0,3,0,1,4,3,1,2,1,3,4,4,1,2,0,3,4,0,1,3,1,3,3,3,0,4,4,2,4,0,3,0,2,4,0,0,2,1,1,1,73472720875370922568349508725001111385706385898532350400782453559073187437693743135273055709105505729830831921127442731358355858254889604301207180688656617783511022865353642590234000,418.7622309317031
2,0,4,3,2,0,4,2,3,0,2,0,4,2,4,3,0,4,3,0,4,1,0,3,1,3,4,0,0,1,1,4,3,3,0,2,4,3,1,3,0,2,1,0,0,2,3,2,4,3,57483724579497810418253720348589931891824432757603132248731240241206114922630876482649117018198365185357780065072534751446771854504045531119368486731269030049275176057734244946182500,418.51681859587376
2,3,1,1,3,3,4,1,4,3,0,3,3,0,4,4,1,4,1,4,4,4,1,4,3,2,3,1,0,3,3,3,0,2,0,0,1,2,4,0,1,3,3,2,4,2,1,3,1,4,1402966029410838386828543215602258242226129916165886910902099409478190341377192942736163593844955058183361930722455637287823332597089625327669628532791579328635312404921022277953225322008654589881772085780,470.0659475587906
1,2,2,0,0,1,3,2,4,2,1,3,0,4,2,3,4,4,0,1,2,3,1,0,2,4,2,3,2,3,3,4,2,4,0,4,0,3,2,1,1,4,2,2,0,3,1,3,4,1,328325999989805020465001939076555491655836981005992973038311776868120139003786088910039335932252350205047391172962958969738958314081765207901122287991440938639932049722766717445510299226683666800350,454.79810015103703
3,0,2,3,2,1,4,0,3,1,4,4,1,2,3,2,2,2,2,3,1,3,1,1,3,0,2,1,1,0,0,0,2,0,2,3,0,2,1,3,1,4,2,0,2,2,2,2,2,2,161493399317330677013184367433514249351944165053976154110958272897262194637218088342736220376749918364570011440425506904712322941054388313028796084998474349800,364.2877387777985
4,3,3,2,4,4,4,3,1,3,2,2,3,2,0,3,0,0,2,1,3,0,4,1,2,2,1,2,2,3,3,4,3,2,3,1,1,0,1,3,0,3,0,2,2,3,2,1,2,3,7606086481058491448281617814839139910138830187109322136404192054694085273748805164222473614104651525558033062901156478422925817484614618106831252452397305635114844437916190718202000,416.4942655184799
2,4,0,0,1,2,0,0,2,2,0,3,4,4,3,4,2,4,0,1,4,4,4,4,4,2,2,4,3,3,1,2,4,2,0,3,2,4,0,4,0,2,2,1,3,3,2,3,3,3,2179823356986756442516983304877825984032372218874176297272998536638987168091222390719445769785671977988280162723041300396575167019677932488971347803249963491070251308691594801523660687001099173046128861460545959038742084,505.04537921030885
3,3,4,4,1,1,4,2,3,1,4,4,0,3,2,4,4,1,2,2,1,3,1,0,4,3,0,2,0,2,1,3,2,2,0,3,1,0,1,4,2,4,2,0,4,2,4,1,2,3,135032162646286354648752646207258393988261800891793545556443820377120530743973907424124693530957604150918311946311151240905894974825805505103888360197463271442877067643131230780292364871455000,440.09409556776234
4,2,4,3,1,4,0,0,1,2,3,3,2,3,4,3,2,1,2,3,0,2,4,3,4,2,4,3,0,2,1,4,2,1,0,3,0,1,0,2,2,1,3,1,4,1,1,1,0,4,1543247501372692490127828121201367002486928854658156245021591332310003626989219787596095865683555153502744263687690315360264341850188143249016255006503131140048418852641045038310000,414.89920570215037
3,3,3,2,0,1,3,1,3,0,0,1,2,1,4,4,3,0,1,0,2,3,0,2,0,3,3,0,1,2,1,0,2,3,3,2,1,4,4,4,3,3,1,1,2,0,0,1,2,4,51741101992575187112971416079878449277376729590200598637020679744229848602320854371721250540068156444628292291384104264815085014958507323200185685299098077553618791000,383.8727928192068
3,4,4,2,2,2,1,2,1,3,4,4,2,1,4,2,4,0,4,0,4,4,1,3,4,4,1,3,0,3,0,4,1,1,3,1,1,1,3,1,4,4,1,4,0,4,1,3,3,0,45972769009975250473588150729674774091314378028184272143344209150598104320567017407589383452333403185998712973665446111254568475828081018256543891689268818648593618242604475680366905088813537878426727895000,473.5554082139422
1,2,2,4,3,4,3,0,1,4,1,1,2,0,4,0,0,3,4,2,3,4,3,0,1,1,1,0,1,4,4,4,3,0,1,3,1,3,4,3,4,1,4,2,4,2,2,1,2,2,451315623134264623435581408562989406109868949904135083904099775239136608168772266725951838482622241954429180431219103213180570133496894799346315032962153087859096353315117452775021177391920067080803050,462.0240153371232
1,3,4,0,3,2,3,2,0,4,0,1,2,3,4,3,1,2,0,0,1,3,1,0,0,4,0,3,1,2,0,4,1,4,3,3,0,0,4,1,3,4,2,1,4,3,4,4,1,0,52596366967949778251260611883461085651947441885192233216542029241791917072043190353043503770220183405384573543707895983549395864997576998149358783855739182886872074272359194593313750,418.42796378723614
3,1,2,0,4,3,1,4,3,3,4,3,4,0,2,4,0,4,1,0,0,2,0,1,4,4,3,3,2,3,3,0,1,3,4,2,4,1,0,1,1,3,0,2,4,0,4,1,1,3,33157686734744965159456780756268090040379872897176522788552827938745036842186829581252777342446930946465892323527315784732624414493849981207868315975165922441988875678779725969705779199864600,438.689857142995
0,3,0,4,2,4,0,2,0,1,2,0,1,4,4,0,0,3,1,2,4,3,1,1,2,3,1,4,3,0,0,0,4,4,4,3,4,1,3,2,2,1,4,4,4,3,0,4,3,1,5374311568390515188212380087300336134557884532235356673898887263790550869097933075019738993141349068806185432333567159812127413039443702722363934169163867960032650975689288476869458226731762746370293797,464.5012341773145
2,4,2,0,0,2,3,0,2,3,2,0,4,3,2,0,2,4,1,3,0,1,3,2,1,2,2,4,2,1,2,1,2,2,4,3,0,1,3,3,2,2,1,0,0,4,0,1,2,2,30615070764115341157954977480598015169492407586083181091728983751314968039052204686334114246907282131807508616884224592495838152336542254413110376343136818400795761900,383.34803274036454
1,0,3,1,4,0,1,3,3,3,0,4,3,1,0,3,4,4,2,2,1,3,0,2,1,3,0,4,3,3,4,0,4,2,0,4,3,1,3,2,1,1,2,3,3,2,2,2,3,1,23984997979687042744599896715061729581067867619802312537273350517120925875687750469921224539983689386928714229418109069196328930841996616858104597931316960096418963906742580064180428079446238614750,452.1815216845606
3,1,1,4,1,1,4,3,0,3,4,1,3,3,2,4,2,2,4,1,4,2,1,4,1,2,4,1,3,1,4,4,0,1,2,1,3,1,4,4,4,2,0,3,2,1,4,4,2,4,1140369262438802707228146000317400471543547545133891656738282171182344888341915024386962877969875123978064386320702197731060056548794868149134142693285839766171597536474013697138573157054407832364049685522230137901528952120,511.3052427690556
0,3,2,2,1,3,1,4,1,4,1,0,1,2,4,3,0,3,4,4,3,3,2,4,1,2,0,1,2,0,4,4,0,2,2,3,1,2,0,3,1,3,3,4,4,2,1,4,3,4,14965921303013327325206992876526949065295427773385494673392543811103064911030427170868145056439152874947892872107383187693157421874627160816669273032460014026324642573534776990524967557446009269617039201557575,479.340889953027
3,4,0,2,4,0,1,1,4,4,2,1,1,0,3,0,3,3,1,3,4,3,4,3,4,0,2,2,0,3,2,3,1,2,0,1,3,4,1,0,4,3,3,0,2,0,2,3,1,2,2337954235280738327025377038982652550311269498576756370406725369553871852102701828189173608835215251487792727281897921359163414803868685971620898864515556119766048718492138510668764968,422.22234830646613
0,1,2,4,3,0,4,3,1,0,0,4,3,1,4,1,2,0,0,2,2,1,2,3,3,3,0,2,3,0,0,1,4,4,3,1,3,4,3,2,4,2,4,2,1,0,2,0,4,0,288700526239810586839919564384679913253165788372767198710222911939650358053917079328378357780582459602551072671152762916278390428911511378592910686302239371165997479355426408538468475,420.1307066483866
4,1,1,1,0,0,4,4,4,3,3,0,0,3,3,4,4,4,3,0,4,3,2,4,1,3,3,2,3,0,0,0,3,3,3,2,3,4,1,3,1,4,0,2,2,2,0,2,1,2,959174374636048083268889537620335497463439363389657709477686272474976746902224068659264264510827172633540257655981979960351362919858575978372539945666788100483189601508006328296728801410776266672080,455.87016602184514
0,0,3,0,0,2,2,4,4,2,1,0,4,2,2,3,0,1,4,0,3,4,1,4,4,2,4,1,0,3,0,0,2,2,0,0,0,0,2,1,4,1,0,2,0,0,1,0,3,2,23795867996726551071158079582954665850667514903392221411997491872038359659484459869650269825282733697008970845066725049887254360618337392795247875,334.7417653431645
1,3,0,4,0,4,4,1,1,2,0,2,1,0,0,4,4,3,3,2,0,0,1,2,1,0,2,2,4,4,1,1,0,3,1,4,4,1,3,2,4,1,1,4,3,0,1,4,4,2,48912863497209246714542262778939199001013328652147152956873965088290755949002848398860390535817209662539535958641690819210338710037080440585821812559982805391688768713536424677957286866,425.26311243700036
4,3,4,1,0,3,2,2,4,2,4,4,3,4,1,0,1,0,1,3,1,3,3,2,1,2,4,0,2,4,2,3,0,1,3,3,3,2,2,4,4,0,1,1,2,2,2,2,2,0,95129815950799963765606871489489584291543925128071961719979704154495408072239267387983566798833088423733736687280338672489038683794919768076367378837989376436964108209558607242340464290000,432.83606973939646
1,0,1,4,0,2,4,3,2,0,3,3,1,3,2,1,3,3,3,1,4,3,0,1,1,0,1,4,1,1,3,3,3,1,2,0,3,4,1,0,3,4,3,2,1,0,2,3,4,4,268041010917183812405887270488946032497936921352165245907046924179046432647438290214134865886518061294909427058971830997765088346945430671762404711639182050751674503369691246684450129539121630,440.7797225704886
3,2,2,0,1,2,3,4,2,1,3,0,2,0,3,1,3,1,3,1,1,2,2,3,0,2,1,4,0,0,3,0,3,3,0,3,3,3,3,4,4,0,0,1,3,2,3,1,2,1,3728492909607892611130121270814511320238050033049885048838496077211623638498357370328334978113931828965822991690764237831733162623310064491234579104999069835753209742216200,395.0580550083076
4,4,2,3,0,3,2,3,1,2,1,3,0,1,0,3,4,3,0,2,2,2,4,3,0,2,1,2,2,4,1,3,3,3,4,0,0,4,2,1,1,0,0,4,3,3,4,2,3,4,531279310461760485716940138849490431933574096144487858628241525079647882506522763177434607288604812823195011501124104592013423566611852125543942915441724934710510996446940873600994230444703283600,448.37162574620737
0,3,4,2,3,4,4,3,2,2,4,1,4,2,3,1,4,4,1,3,1,1,4,4,1,1,2,2,3,2,3,1,3,4,3,2,2,4,2,2,1,2,0,4,4,1,2,2,0,1,3732667355010013799826999086419051621450070444516430838326972678481732161021044811963170901080833516575909886476391724673828537502937986277877555618037100836410747382902458648114996942033021266588866895149429375,484.8599926154188
2,3,0,1,4,1,3,2,1,1,3,3,2,3,1,4,4,2,1,0,1,4,0,3,3,3,4,2,1,3,1,4,0,3,4,4,2,1,2,1,2,3,2,1,0,4,3,4,0,0,357255402865494175053524200475471996795000498362025465724949438686644767916590184422121031946602027614806380696757279618293611600448995976257549638999419900118425936137938734412249830749506673964,447.9747887950387
3,2,3,2,3,0,1,4,4,2,3,4,0,3,4,0,0,0,2,1,2,3,1,3,1,0,4,0,4,3,1,2,0,2,0,4,0,4,3,0,1,4,4,1,3,4,3,2,1,3,39170861556269761644449246097069740141762954653018300726467358822310228901684848632305652037089561887190055377044699538730106343041277872139013319099659550913752304781481795801830210151000,431.94876043963774
4,4,1,0,4,3,3,1,2,0,4,3,4,3,2,4,3,0,3,1,4,3,4,2,4,3,1,1,3,4,1,3,3,2,1,4,1,1,2,4,1,4,0,4,3,0,3,0,3,0,1453184493491284113182697441227996463775332842913879825982918267175867832534079948824374255434707234086019888549304354919623082700648409091997994368716360613626067714949930094907969143282923074732777310779905040,483.9166268794625
2,4,2,3,2,4,1,3,4,4,3,1,4,2,2,3,1,2,3,0,3,2,4,3,1,1,4,4,2,2,2,1,4,0,2,3,3,3,4,0,2,1,3,3,0,4,4,0,1,4,20635752392928824780538599482924207167183946058692700001307864528024992477199149029122706048550805280741265916718832843420103448196153625312682610003757515503393875379474706513462309404578267261727630686573097781300,493.4776499322502
2,2,3,4,1,1,3,1,3,4,3,0,4,1,4,2,1,4,3,0,1,1,2,2,2,4,2,3,3,3,0,1,1,4,3,2,2,0,4,2,0,0,1,3,1,0,0,4,1,1,1141494076207863826624005394206582886633518212619489074395222523091754369942809092874595938618387101157302874379333814914420333419940421309616346098935906677620464267903914500,400.78214417845754
3,2,2,3,0,0,1,2,1,1,2,4,0,1,3,0,3,2,3,2,0,2,2,2,2,4,0,0,3,0,3,4,4,3,3,2,3,2,4,1,1,1,1,3,2,0,0,1,2,2,6299633840456177020931147781540894940386468997991242999288001428502555608407101389259767367149172495154038851528775787826581931684154487922048549446803707153501428317400,388.67478713414556
1,2,4,2,3,1,2,0,2,0,4,4,1,2,0,4,2,2,2,4,4,3,0,1,3,2,0,0,1,3,2,2,3,2,0,3,0,3,0,0,2,0,4,3,2,0,4,0,0,0,19680646380078826510677208312276410660193109721988579439783583182460445318872818234533365037957260214375092068853305657668379221139938599918576407319562211250,362.18291024267205
